EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_11_nivel_86507000,inp13_input_11_nivel_D_14h_86507000,inp14_input_11_nivel_D_16h_86507000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,3,Teste,2023,5,5,13,0,202305051300,2023-05-05 13:00,398,-4,12.62076923076923,14832,-13,-21,479,-2,-5,-13,-9,234,-25,-24,-7,398,391,398,delta_alt,391,384.5571720466786,-7,-13.4428279533214,-6.442827953321398,6.442827953321398,41.5100320360996,398,49,3,Teste
1,3,Teste,2023,5,5,14,0,202305051400,2023-05-05 14:00,395,-3,14.00538461538462,14831,-14,-18,477,-2,-4,-11,-7,227,-31,-31,-1,395,394,395,delta_alt,394,381.5623125390241,-1,-13.43768746097589,-12.43768746097589,12.43768746097589,154.696069376917,395,1,3,Teste
1,3,Teste,2023,5,5,21,0,202305052100,2023-05-05 21:00,381,-1,29.43102564102564,14820,-15,-18,470,2,2,-1,8,274,17,17,15,381,396,381,delta_alt,396,386.7110389075427,15,5.711038907542672,-9.288961092457328,9.288961092457328,86.28479817718603,381,225,3,Teste
1,3,Teste,2023,5,5,22,0,202305052200,2023-05-05 22:00,382,1,29.46564102564102,14822,-13,-15,474,4,6,5,8,277,21,20,22,382,404,382,delta_alt,404,390.8514996302432,22,8.851499630243154,-13.14850036975685,13.14850036975685,172.8830619734959,382,484,3,Teste
1,3,Teste,2023,5,6,6,0,202305060600,2023-05-06 06:00,394,0,29.61179487179487,14907,85,81,478,2,3,1,4,320,97,93,132,394,526,394,delta_alt,526,443.9946661840635,132,49.99466618406348,-82.00533381593652,82.00533381593652,6724.874774263182,394,17424,3,Teste
1,3,Teste,2023,5,6,7,0,202305060700,2023-05-06 07:00,394,0,26.37333333333332,14914,94,90,484,6,8,8,7,431,207,208,133,394,527,394,delta_alt,527,473.0153821408114,133,79.01538214081137,-53.98461785918863,53.98461785918863,2914.338965402628,394,17689,3,Teste
1,3,Teste,2023,5,6,8,0,202305060800,2023-05-06 08:00,394,0,24.96564102564102,14921,101,99,497,13,19,22,13,459,224,236,133,394,527,394,delta_alt,527,484.9157688616116,133,90.91576886161158,-42.08423113838842,42.08423113838842,1771.082510509301,394,17689,3,Teste
1,3,Teste,2023,5,6,9,0,202305060900,2023-05-06 09:00,396,2,24.18102564102563,14926,106,106,535,38,51,59,36,457,204,233,130,396,526,396,delta_alt,526,501.5770326122532,130,105.5770326122532,-24.42296738774678,24.42296738774678,596.4813360229427,396,16900,3,Teste
1,3,Teste,2023,5,6,10,0,202305061000,2023-05-06 10:00,404,8,23.67333333333332,14927,105,107,567,32,70,89,28,453,186,218,120,404,524,404,delta_alt,524,510.7541599315787,120,106.7541599315787,-13.24584006842127,13.24584006842127,175.4522791181945,404,14400,3,Teste
1,3,Teste,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,14923,16,23,622,-1,0,8,-3,392,113,106,17,526,543,526,delta_alt,543,567.1428816299268,17,41.14288162992682,24.14288162992682,24.14288162992682,582.8787333966578,526,289,3,Teste
1,3,Teste,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,14927,6,20,621,-1,-1,-1,-14,385,65,106,33,527,560,527,delta_alt,560,560.7045238699213,33,33.70452386992133,0.7045238699213314,0.7045238699213314,0.4963538832889291,527,1089,3,Teste
1,3,Teste,2023,5,6,21,0,202305062100,2023-05-06 21:00,526,-1,19.56538461538461,14941,15,27,619,-2,-3,-4,-40,385,-46,109,36,526,562,526,delta_alt,562,551.5814487095663,36,25.5814487095663,-10.4185512904337,10.4185512904337,108.5462109913977,526,1296,3,Teste
1,3,Teste,2023,5,6,22,0,202305062200,2023-05-06 22:00,524,-2,19.56538461538461,14952,25,31,615,-4,-6,-7,-36,385,-74,65,28,524,552,524,delta_alt,552,545.2809392710212,28,21.28093927102123,-6.719060728978775,6.719060728978775,45.14577707970479,524,784,3,Teste
1,3,Teste,2023,5,7,5,0,202305070500,2023-05-07 05:00,533,9,3.203846153846152,14965,40,36,669,14,28,51,13,356,-58,-75,-15,533,518,533,delta_alt,518,555.6427016792077,-15,22.64270167920768,37.64270167920768,37.64270167920768,1416.972989709824,533,225,3,Teste
1,3,Teste,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,53,51,678,1,9,37,1,346,-53,-68,-14,553,539,553,delta_alt,539,573.6640003943678,-14,20.6640003943678,34.6640003943678,34.6640003943678,1201.592923340731,553,196,3,Teste
1,3,Teste,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,51,55,659,-19,-18,4,-18,340,-52,-65,-16,560,544,560,delta_alt,544,569.6377316598492,-16,9.637731659849237,25.63773165984924,25.63773165984924,657.2932846624359,560,256,3,Teste
1,3,Teste,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,39,57,633,-26,-45,-36,-24,335,-53,-64,-16,562,546,562,delta_alt,546,561.9389128925901,-16,-0.06108710740988954,15.93891289259011,15.93891289259011,254.0489441975753,562,256,3,Teste
1,3,Teste,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,9,19,594,-3,-11,-39,-8,319,-64,-66,9,510,519,510,delta_alt,519,504.4214016360079,9,-5.578598363992114,-14.57859836399211,14.57859836399211,212.5355302585936,510,81,3,Teste
1,3,Teste,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-29,-36,659,15,26,65,1,305,-62,-71,-23,518,495,518,delta_alt,495,519.0902452864906,-23,1.090245286490585,24.09024528649059,24.09024528649059,580.3399179632819,518,529,3,Teste
1,3,Teste,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-65,-48,648,-10,-15,4,9,297,-54,-64,-78,544,466,544,delta_alt,466,527.4650277319718,-78,-16.53497226802824,61.46502773197176,61.46502773197176,3777.949634092057,544,6084,3,Teste
1,3,Teste,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-71,-67,639,-9,-19,-20,17,300,-46,-56,-85,546,461,546,delta_alt,461,531.5623315911419,-85,-14.43766840885814,70.56233159114186,70.56233159114186,4979.042639578256,546,7225,3,Teste
1,3,Teste,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-78,-73,627,-12,-21,-36,3,299,-41,-52,-79,540,461,540,delta_alt,461,520.6425810004839,-79,-19.35741899951609,59.64258100048391,59.64258100048391,3557.237468399285,540,6241,3,Teste
2,2,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,11,8,452,7,19,90,6,282,122,122,160,336,496,336,delta_alt,496,396.1901952346208,160,60.19019523462083,-99.80980476537917,99.80980476537917,9961.997127303106,336,25600,2,Validacao
2,2,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,9,8,461,9,16,61,7,311,158,150,142,367,509,367,delta_alt,509,434.0875172771414,142,67.08751727714139,-74.91248272285861,74.91248272285861,5611.88006770259,367,20164,2,Validacao
2,2,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,22,24,475,14,23,42,13,368,215,208,158,387,545,387,delta_alt,545,471.7898944371082,158,84.78989443710822,-73.21010556289178,73.21010556289178,5359.719556529759,387,24964,2,Validacao
2,2,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,44,47,493,18,32,48,18,412,249,259,225,400,625,400,delta_alt,625,503.9949087999299,225,103.9949087999299,-121.0050912000701,121.0050912000701,14642.23209633729,400,50625,2,Validacao
2,2,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,78,82,511,18,36,59,19,427,260,274,273,426,699,426,delta_alt,699,551.0656599064896,273,125.0656599064896,-147.9343400935104,147.9343400935104,21884.5689789024,426,74529,2,Validacao
2,2,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,109,114,525,14,32,64,14,421,234,258,323.4,446.6,770,446.6,delta_alt,770,575.7820288550529,323.4,129.1820288550529,-194.2179711449471,194.2179711449471,37720.62031565951,446.6,104587.56,2,Validacao
2,2,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,148,155,532,7,21,57,5,408,211,241,369,465,834,465,delta_alt,834,599.1494268186034,369,134.1494268186034,-234.8505731813966,234.8505731813966,55154.79172363052,465,136161,2,Validacao
2,2,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,193,201,529,-3,4,36,-7,394,190,207,384,483,867,483,delta_alt,867,620.5037557213767,384,137.5037557213767,-246.4962442786233,246.4962442786233,60760.39844346673,483,147456,2,Validacao
2,2,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,255,260,522,-7,-10,11,-14,382,177,185,389,491,880,491,delta_alt,880,637.497128598577,389,146.497128598577,-242.502871401423,242.502871401423,58807.64263793511,491,151321,2,Validacao
2,2,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,276,274,520,-2,-9,-5,-40,373,167,169,397,489,886,489,delta_alt,886,634.9166757409884,397,145.9166757409884,-251.0833242590116,251.0833242590116,63042.83572095598,489,157609,2,Validacao
2,2,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,280,275,525,5,3,-7,-28,386,176,181,402,486,888,486,delta_alt,888,640.8653378011194,402,154.8653378011194,-247.1346621988806,247.1346621988806,61075.54126015483,486,161604,2,Validacao
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,290,288,545,20,25,16,8,476,265,270,399,489,888,489,delta_alt,888,680.212720469505,399,191.212720469505,-207.787279530495,207.787279530495,43175.55353468406,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,604,59,79,82,52,512,300,302,387,496,883,496,delta_alt,883,715.1683511316398,387,219.1683511316398,-167.8316488683602,167.8316488683602,28167.46236187254,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,709,105,164,189,96,546,311,335,372,509,881,509,delta_alt,881,759.3683751581343,372,250.3683751581343,-121.6316248418657,121.6316248418657,14794.25216167236,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,800,91,196,275,77,566,284,354,332,545,877,545,delta_alt,877,802.7239047784674,332,257.7239047784674,-74.27609522153261,74.27609522153261,5516.93832135818,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,875,75,166,330,57,566,255,331,249,625,874,625,delta_alt,874,886.2825168489717,249,261.2825168489717,12.28251684897168,12.28251684897168,150.8602201452732,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,978,103,178,374,85,570,202,288,182,699,881,699,delta_alt,881,956.776532877443,182,257.7765328774429,75.77653287744295,75.77653287744295,5742.082934926192,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,1017,39,142,308,25,575,163,264,118,770,888,770,delta_alt,888,996.7001468915535,118,226.7001468915535,108.7001468915535,108.7001468915535,11815.7219342453,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,1027,10,49,227,3,574,147,206,59,834,893,834,delta_alt,893,1024.870277269264,59,190.8702772692643,131.8702772692643,131.8702772692643,17389.77002707265,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,1031,4,14,156,7,565,144,153,14,867,881,867,delta_alt,881,1025.816403548009,14,158.8164035480095,144.8164035480095,144.8164035480095,20971.79073657993,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,1036,5,9,58,12,566,158,139,-12,880,868,880,delta_alt,868,1014.5919718364,-12,134.5919718364,146.5919718364,146.5919718364,21489.2062068839,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,1036,0,5,19,2,555,161,134,-30,886,856,886,delta_alt,856,1004.324384688033,-30,118.3243846880334,148.3243846880334,148.3243846880334,22000.12309308373,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,1037,1,1,10,-4,548,166,140,-45,888,843,888,delta_alt,843,996.369347675874,-45,108.369347675874,153.369347675874,153.369347675874,23522.15680652311,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,1029,-8,-7,-2,-28,540,167,146,-66,888,822,888,delta_alt,822,988.7437929524783,-66,100.7437929524783,166.7437929524783,166.7437929524783,27803.49248817896,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,1027,-2,-10,-9,-61,533,147,151,-82,883,801,883,delta_alt,801,972.662666246469,-82,89.66266624646903,171.662666246469,171.662666246469,29468.07098284662,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,1023,-4,-6,-13,-109,519,43,146,-94,881,787,881,delta_alt,787,955.5221806319734,-94,74.52218063197336,168.5221806319734,168.5221806319734,28399.72536495546,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,1026,3,-1,-11,-88,509,-3,123,-106,877,771,877,delta_alt,771,947.274765151563,-106,70.27476515156297,176.274765151563,176.274765151563,31072.79282923868,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,1054,28,31,25,-47,505,-41,29,-120,874,754,874,delta_alt,754,945.1656856485101,-120,71.16568564851013,191.1656856485101,191.1656856485101,36544.319369465,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,1057,3,31,30,-100,495,-71,-17,-139,881,742,881,delta_alt,742,936.884624993828,-139,55.88462499382797,194.884624993828,194.884624993828,37980.01705898496,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,1047,-10,-7,24,-49,485,-81,-61,-153,888,735,888,delta_alt,735,933.7744200846903,-153,45.77442008469029,198.7744200846903,198.7744200846903,39511.27008000493,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,1020,-27,-37,-6,-37,475,-95,-91,-165,893,728,893,delta_alt,728,928.1984100813811,-165,35.1984100813811,200.1984100813811,200.1984100813811,40079.40339911283,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,1012,-8,-35,-42,-12,468,-107,-98,-160,881,721,881,delta_alt,721,913.6331803683131,-160,32.63318036831311,192.6331803683131,192.6331803683131,37107.54217881105,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,996,-16,-24,-61,-21,460,-114,-110,-157,868,711,868,delta_alt,711,891.3474808368433,-157,23.34748083684326,180.3474808368433,180.3474808368433,32525.21384419555,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,975,-21,-37,-72,-21,453,-112,-122,-160,856,696,856,delta_alt,696,875.9884223170241,-160,19.98842231702406,179.9884223170241,179.9884223170241,32395.8321681714,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,940,-35,-56,-80,-36,446,-120,-128,-162,843,681,843,delta_alt,681,851.6417776221834,-162,8.64177762218344,170.6417776221834,170.6417776221834,29118.6162700587,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,877,-14,-39,-63,-17,421,-112,-127,-130,771,641,771,delta_alt,641,776.4151112706472,-130,5.41511127064723,135.4151112706472,135.4151112706472,18337.25236044177,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,416,-103,-124,-116,754,638,754,delta_alt,638,758.9240009403647,-116,4.924000940364749,120.9240009403647,120.9240009403647,14622.61400342533,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,409,-100,-124,-110,742,632,742,delta_alt,632,755.1845732175425,-110,13.18457321754249,123.1845732175425,123.1845732175425,15174.43907878809,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,403,-102,-116,-111,735,624,735,delta_alt,624,748.4974097933462,-111,13.49740979334615,124.4974097933462,124.4974097933462,15499.60504525236,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,398,-97,-111,-108,728,620,728,delta_alt,620,740.260579577184,-108,12.26057957718399,120.260579577184,120.260579577184,14462.6070002402,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,392,-93,-113,-108,721,613,721,delta_alt,613,722.4252784815616,-108,1.425278481561577,109.4252784815616,109.4252784815616,11973.8915707673,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,386,-89,-109,-105,711,606,711,delta_alt,606,711.9364156112588,-105,0.9364156112587807,105.9364156112588,105.9364156112588,11222.52415256135,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,358,-76,-88,-73,641,568,641,delta_alt,568,641.496330411888,-73,0.4963304118880387,73.49633041188804,73.49633041188804,5401.710584013418,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,354,-74,-86,-74,638,564,638,delta_alt,564,638.5596703577747,-74,0.5596703577747348,74.55967035777473,74.55967035777473,5559.144443860033,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,351,-70,-83,-73,632,559,632,delta_alt,559,631.1310244663559,-73,-0.8689755336440612,72.13102446635594,72.13102446635594,5202.884690566039,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,347,-69,-81,-75,624,549,624,delta_alt,549,621.5232539520055,-75,-2.476746047994538,72.52325395200546,72.52325395200546,5259.622363787076,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,344,-65,-77,-87,620,533,620,delta_alt,533,616.1739180182293,-87,-3.826081981770699,83.1739180182293,83.1739180182293,6917.900638503129,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,340,-63,-76,-94,613,519,613,delta_alt,519,609.2392838317737,-94,-3.760716168226281,90.23928383177372,90.23928383177372,8143.128346471418,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,326,-45,-55,-65,574,509,574,delta_alt,509,568.7699538149864,-65,-5.230046185013634,59.76995381498637,59.76995381498637,3572.447379045603,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,319,-48,-58,-55,568,513,568,delta_alt,513,567.5128653333959,-55,-0.4871346666041063,54.51286533339589,54.51286533339589,2971.652486856956,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,315,-48,-56,-43,564,521,564,delta_alt,521,559.8321322155227,-43,-4.167867784477266,38.83213221552273,38.83213221552273,1507.934492403838,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,311,-47,-56,-29,559,530,559,delta_alt,530,547.5926073532332,-29,-11.40739264676677,17.59260735323323,17.59260735323323,309.499833485036,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,308,-46,-55,-23,549,526,549,delta_alt,526,536.9868597726665,-23,-12.01314022733345,10.98685977266655,10.98685977266655,120.7110876642384,549,529,2,Validacao
3,2,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,262,-24,-25,-25,433,408,433,delta_alt,408,418.4719223625305,-25,-14.52807763746949,10.47192236253051,10.47192236253051,109.6611579668665,433,625,2,Validacao
3,2,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,262,-22,-23,-25,431,406,431,delta_alt,406,417.1943208514883,-25,-13.80567914851173,11.19432085148827,11.19432085148827,125.3128193260651,431,625,2,Validacao
3,2,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,262,-21,-24,-23,428,405,428,delta_alt,405,415.2486297835645,-23,-12.75137021643548,10.24862978356452,10.24862978356452,105.0344124405658,428,529,2,Validacao
3,2,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,259,-14,-17,12,413,425,413,delta_alt,425,400.9646690783592,12,-12.03533092164076,-24.03533092164076,24.03533092164076,577.6971325127806,413,144,2,Validacao
3,2,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,259,-12,-15,25,411,436,411,delta_alt,436,400.5710688576455,25,-10.42893114235449,-35.42893114235449,35.42893114235449,1255.209161889695,411,625,2,Validacao
3,2,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,259,-10,-14,40,409,449,409,delta_alt,449,398.2273491000324,40,-10.77265089996763,-50.77265089996763,50.77265089996763,2577.862079409984,409,1600,2,Validacao
3,2,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,259,-8,-12,56,408,464,408,delta_alt,464,398.1988965734186,56,-9.801103426581449,-65.80110342658145,65.80110342658145,4329.785212155669,408,3136,2,Validacao
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,259,-8,-10,78,406,484,406,delta_alt,484,397.6127099928376,78,-8.387290007162392,-86.38729000716239,86.38729000716239,7462.763874781579,406,6084,2,Validacao
3,2,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,263,1,-4,114,405,519,405,delta_alt,519,402.7885202063816,114,-2.211479793618366,-116.2114797936184,116.2114797936184,13505.10803582257,405,12996,2,Validacao
