EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_11_nivel_86507000,inp13_input_11_nivel_D_14h_86507000,inp14_input_11_nivel_D_16h_86507000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,14904,-1,-6,1057,-3,9,13,-13,602,54,97,11,883,894,883,delta_alt,894,940.6561810915521,11,57.65618109155207,46.65618109155207,46.65618109155207,2176.799234047701,883,121,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,14900,-18,-1,1049,-8,-11,5,-48,588,11,64,39,888,927,888,delta_alt,927,932.5051735026015,39,44.50517350260145,5.505173502601451,5.505173502601451,30.30693529374513,888,1521,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,14893,-25,-12,1040,-9,-17,-8,-43,570,-39,22,81,886,967,886,delta_alt,967,918.9608641517104,81,32.96086415171044,-48.03913584828956,48.03913584828956,2307.758573050419,886,6561,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,14886,-16,-32,1030,-10,-19,-30,-20,570,-62,-7,133,879,1012,879,delta_alt,1012,907.2614598550158,133,28.2614598550158,-104.7385401449842,104.7385401449842,10970.16179170247,879,17689,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,14887,-18,-31,1023,-7,-17,-34,-17,603,-43,-6,197,874,1071,874,delta_alt,1071,907.9879499745715,197,33.98794997457151,-163.0120500254285,163.0120500254285,26572.9284534928,874,38809,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,14890,-20,-12,1014,-9,-16,-35,-24,616,-34,-16,276,866,1142,866,delta_alt,1142,899.2817775199109,276,33.28177751991086,-242.7182224800891,242.7182224800891,58912.13552389405,866,76176,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,14897,-20,-8,1020,6,-3,-20,-14,636,-21,-10,371,858,1229,858,delta_alt,1229,902.4930241378754,371,44.49302413787541,-326.5069758621246,326.5069758621246,106606.80528663,858,137641,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,14917,-3,7,1024,4,10,-6,-9,640,-17,-10,468,858,1326,858,delta_alt,1326,914.5193572114417,468,56.51935721144173,-411.4806427885583,411.4806427885583,169316.3193896851,858,219024,1,Treino
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,14940,18,23,1032,8,12,9,6,641,-17,-16,572,861,1433,861,delta_alt,1433,928.8580822499409,572,67.85808224994094,-504.1419177500591,504.1419177500591,254159.0732327073,861,327184,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,15088,184,170,1108,42,59,76,45,718,93,68,769,894,1663,894,delta_alt,1663,1063.350139037358,769,169.3501390373581,-599.6498609626419,599.6498609626419,359579.9557525158,894,591361,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,15146,246,235,1153,45,87,117,53,738,127,103,786,927,1713,927,delta_alt,1713,1132.8713140776,786,205.8713140775999,-580.1286859224001,580.1286859224001,336549.2922300508,927,617796,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,15200,307,296,1213,60,105,164,69,753,151,128,780,967,1747,967,delta_alt,1747,1203.781386026415,780,236.7813860264146,-543.2186139735854,543.2186139735854,295086.4625673832,967,608400,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,15240,354,340,1283,70,130,217,80,782,194,171,751,1012,1763,1012,delta_alt,1763,1282.226305556615,751,270.2263055566145,-480.7736944433855,480.7736944433855,231143.3452687418,1012,564001,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,15324,427,437,1599,117,241,386,111,818,215,248,690,1229,1919,1229,delta_alt,1919,1555.716202524817,690,326.7162025248167,-363.2837974751833,363.2837974751833,131975.11750799,1229,476100,1,Treino
5,1,Treino,2023,11,18,3,0,202311180300,2023-11-18 03:00,1326,97,72.56017316017315,15329,412,439,1734,135,252,451,131,828,212,258,669,1326,1995,1326,delta_alt,1995,1660.657626632793,669,334.6576266327934,-334.3423733672066,334.3423733672066,111784.8226288166,1326,447561,1,Treino
5,1,Treino,2023,11,18,4,0,202311180400,2023-11-18 04:00,1433,107,72.99863469863469,15326,386,429,1796,62,197,438,54,840,204,237,616,1433,2049,1433,delta_alt,2049,1754.298648832813,616,321.2986488328129,-294.7013511671871,294.7013511671871,86848.88637976574,1433,379456,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,14700,-115,-61,454,3,6,17,48,252,19,10,133,374,507,374,delta_alt,507,372.8675187553143,133,-1.132481244685664,-134.1324812446857,134.1324812446857,17991.52252485595,374,17689,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,14700,-130,-88,455,1,4,10,34,264,31,26,148,368,516,368,delta_alt,516,361.8268132181604,148,-6.173186781839604,-154.1731867818396,154.1731867818396,23769.371522468,368,21904,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,14700,-141,-115,455,0,1,7,16,268,36,35,169,358,527,358,delta_alt,527,345.9074572450311,169,-12.09254275496886,-181.0925427549689,181.0925427549689,32794.50904146022,358,28561,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,14700,-148,-130,455,0,0,4,5,283,51,50,183,351,534,351,delta_alt,534,339.182753949798,183,-11.81724605020202,-194.817246050202,194.817246050202,37953.75935858495,351,33489,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,14700,-132,-141,454,-1,-1,0,-1,295,63,63,187,347,534,347,delta_alt,534,337.9670543985105,187,-9.03294560148953,-196.0329456014895,196.0329456014895,38428.91576119656,347,34969,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,14700,-117,-148,454,0,-1,-1,-39,301,69,69,195,345,540,345,delta_alt,540,336.482497606438,195,-8.51750239356204,-203.517502393562,203.517502393562,41419.37378051353,345,38025,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,14700,-96,-132,454,0,0,-1,-35,304,72,72,212,349,561,349,delta_alt,561,347.7734385198208,212,-1.226561480179157,-213.2265614801792,213.2265614801792,45465.56652066062,349,44944,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,14708,-65,-109,453,-1,-1,-2,-50,306,74,74,223,370,593,370,delta_alt,593,379.7070849349841,223,9.707084934984096,-213.2929150650159,213.2929150650159,45493.86761693209,370,49729,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,14718,-28,-78,447,-6,-7,-7,-36,306,73,74,218,415,633,415,delta_alt,633,438.9508520562529,218,23.95085205625293,-194.0491479437471,194.0491479437471,37655.07181769424,415,47524,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,14731,2,-42,444,-3,-9,-10,-11,304,67,72,242,437,679,437,delta_alt,679,464.7069257284782,242,27.70692572847815,-214.2930742715218,214.2930742715218,45921.52168073998,437,58564,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,14734,23,-12,441,-3,-6,-13,-6,304,66,71,298,438,736,438,delta_alt,736,467.2778597419024,298,29.27785974190243,-268.7221402580976,268.7221402580976,72211.58866489267,438,88804,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,14737,37,8,423,-18,-21,-30,-21,303,62,66,330,465,795,465,delta_alt,795,499.3912380259498,330,34.3912380259498,-295.6087619740502,295.6087619740502,87384.54015583066,465,108900,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,14738,38,27,413,-10,-28,-34,-13,300,59,62,286,507,793,507,delta_alt,793,535.9716743937282,286,28.97167439372822,-257.0283256062718,257.0283256062718,66063.56016396366,507,81796,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,14738,38,38,411,-2,-12,-33,-3,279,39,38,293,516,809,516,delta_alt,809,532.1209755309219,293,16.1209755309219,-276.8790244690781,276.8790244690781,76661.99419094835,516,85849,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,14740,40,40,409,-2,-4,-32,-2,311,59,70,315,527,842,527,delta_alt,842,550.3747653362766,315,23.3747653362766,-291.6252346637234,291.6252346637234,85045.27749267174,527,99225,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,14760,60,60,408,-1,-3,-15,-1,308,44,68,341,534,875,534,delta_alt,875,561.490583059157,341,27.49058305915696,-313.509416940843,313.509416940843,98288.15451058737,534,116281,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,14759,59,59,426,18,17,13,19,306,38,54,393,534,927,534,delta_alt,927,567.1933378584373,393,33.1933378584373,-359.8066621415627,359.8066621415627,129460.8341214526,534,154449,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,14753,53,53,445,19,37,34,19,308,25,44,490,540,1030,540,delta_alt,1030,576.2239368075413,490,36.22393680754135,-453.7760631924587,453.7760631924587,205912.7155264462,540,240100,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,14747,47,47,453,8,27,44,8,307,12,39,575,561,1136,561,delta_alt,1136,596.8297084562627,575,35.82970845626267,-539.1702915437373,539.1702915437373,290704.6032833587,561,330625,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,14739,31,39,456,3,11,48,4,313,12,30,587,593,1180,593,delta_alt,1180,626.27197474627,587,33.27197474626996,-553.72802525373,553.72802525373,306614.7259513955,593,344569,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,14731,13,31,462,6,9,36,12,322,18,27,578,633,1211,633,delta_alt,1211,667.9731377077344,578,34.9731377077344,-543.0268622922656,543.0268622922656,294878.1731709832,633,334084,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,14738,7,30,481,19,25,36,22,325,19,24,566,679,1245,679,delta_alt,1245,725.9428293519973,566,46.94282935199726,-519.0571706480027,519.0571706480027,269420.3464011098,679,320356,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,14743,9,25,493,12,31,40,15,327,21,23,535,736,1271,736,delta_alt,1271,792.8332581114257,535,56.83325811142572,-478.1667418885743,478.1667418885743,228643.4330483344,736,286225,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,14770,33,39,511,18,30,55,36,333,29,27,489,795,1284,795,delta_alt,1284,868.887851097961,489,73.88785109796095,-415.1121489020391,415.1121489020391,172318.0961660686,795,239121,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,14833,95,99,545,34,52,83,44,341,37,35,492,793,1285,793,delta_alt,1285,879.9271053475,492,86.92710534749995,-405.0728946525001,405.0728946525001,164084.0499821554,793,242064,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,14894,156,157,565,20,54,84,22,359,56,55,471,809,1280,809,delta_alt,1280,924.854394616606,471,115.854394616606,-355.145605383394,355.145605383394,126128.4010231374,809,221841,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,14906,166,168,570,5,25,77,7,435,135,131,424,842,1266,842,delta_alt,1266,977.0879214204565,424,135.0879214204565,-288.9120785795435,288.9120785795435,83470.18914915233,842,179776,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,14901,141,163,582,12,17,71,13,465,186,162,370,875,1245,875,delta_alt,1245,1017.271169307663,370,142.2711693076627,-227.7288306923373,227.7288306923373,51860.42032849922,875,136900,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,14891,132,151,621,39,51,76,21,490,179,190,292,927,1219,927,delta_alt,1219,1087.068466740998,292,160.0684667409978,-131.9315332590022,131.9315332590022,17405.9294680712,927,85264,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,14880,127,120,663,42,81,98,23,471,163,192,155,1030,1185,1030,delta_alt,1185,1206.090107944996,155,176.0901079449964,21.09010794499636,21.09010794499636,444.7926531315987,1030,24025,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,14796,59,10,284,-1,-1,-2,16,260,4,-4,115,269,384,269,delta_alt,384,260.6016585607574,115,-8.398341439242643,-123.3983414392426,123.3983414392426,15227.15066995591,269,13225,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,14790,83,24,284,0,-1,-1,17,258,2,-2,133,259,392,259,delta_alt,392,257.7999467552405,133,-1.200053244759488,-134.2000532447595,134.2000532447595,18009.65429089628,259,17689,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,14754,53,17,283,-1,-1,-2,9,217,-39,-39,110,285,395,285,delta_alt,395,279.0324846645298,110,-5.967515335470239,-115.9675153354702,115.9675153354702,13448.46461308253,285,12100,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,14782,64,75,315,32,31,30,45,204,-58,-52,70,328,398,328,delta_alt,398,348.4650765937893,70,20.46507659378926,-49.53492340621074,49.53492340621074,2453.708636859164,328,4900,1,Treino
19,1,Treino,2025,8,20,18,0,202508201800,2025-08-20 18:00,349,21,8.958333333333334,14772,45,71,381,66,98,97,84,202,-72,-54,52,349,401,349,delta_alt,401,381.3321682177246,52,32.33216821772459,-19.66783178227541,19.66783178227541,386.8236070158829,349,2704,1,Treino
19,1,Treino,2025,8,20,19,0,202508201900,2025-08-20 19:00,356,7,8.958333333333334,14785,44,67,413,32,98,129,45,201,-73,-61,46,356,402,356,delta_alt,402,375.456824706679,46,19.45682470667896,-26.54317529332104,26.54317529332104,704.5401546519686,356,2116,1,Treino
19,1,Treino,2025,8,20,20,0,202508202000,2025-08-20 20:00,359,3,8.891666666666667,14792,38,65,436,23,55,153,30,201,-73,-73,44,359,403,359,delta_alt,403,369.834446641352,44,10.83444664135197,-33.16555335864803,33.16555335864803,1099.953929585329,359,1936,1,Treino
19,1,Treino,2025,8,20,21,0,202508202100,2025-08-20 21:00,362,3,8.891666666666667,14797,31,56,447,11,34,132,15,201,-73,-73,46,362,408,362,delta_alt,408,364.7907028828902,46,2.790702882890173,-43.20929711710983,43.20929711710983,1867.043357354676,362,2116,1,Treino
19,1,Treino,2025,8,20,22,0,202508202200,2025-08-20 22:00,367,5,8.891666666666667,14796,18,42,453,6,17,72,7,201,-73,-73,51,367,418,367,delta_alt,418,361.5594152821193,51,-5.440584717880711,-56.44058471788071,56.44058471788071,3185.539603296269,367,2601,1,Treino
19,1,Treino,2025,8,20,23,0,202508202300,2025-08-20 23:00,370,3,8.875000000000002,14791,1,25,453,0,6,40,1,223,-51,-51,52,370,422,370,delta_alt,422,360.344236396423,52,-9.655763603577043,-61.65576360357704,61.65576360357704,3801.433185540176,370,2704,1,Treino
19,1,Treino,2025,8,21,0,0,202508210000,2025-08-21 00:00,373,3,8.875000000000002,14786,-14,8,452,-1,-1,16,-1,291,17,17,33,373,406,373,delta_alt,406,370.9113848386562,33,-2.088615161343796,-35.0886151613438,35.0886151613438,1231.210913940886,373,1089,1,Treino
19,1,Treino,2025,8,21,1,0,202508210100,2025-08-21 01:00,377,4,8.875000000000002,14774,-26,-16,446,-6,-7,-1,-6,292,18,18,19,377,396,377,delta_alt,396,368.0629617509201,19,-8.937038249079933,-27.93703824907993,27.93703824907993,780.4781061305551,377,361,1,Treino
19,1,Treino,2025,8,21,2,0,202508210200,2025-08-21 02:00,384,7,8.875000000000002,14761,-35,-39,412,-34,-40,-41,-33,290,26,16,23,384,407,384,delta_alt,407,359.5005529971568,23,-24.49944700284323,-47.49944700284323,47.49944700284323,2256.197465575912,384,529,1,Treino
19,1,Treino,2025,8,21,3,0,202508210300,2025-08-21 03:00,392,8,8.683333333333335,14749,-41,-51,384,-28,-62,-69,-28,289,25,15,41,392,433,392,delta_alt,433,363.0734433744567,41,-28.9265566255433,-69.9265566255433,69.9265566255433,4889.723321505314,392,1681,1,Treino
19,1,Treino,2025,8,21,4,0,202508210400,2025-08-21 04:00,395,3,8.683333333333335,14735,-19,-61,372,-12,-40,-80,-11,289,29,25,76,395,471,395,delta_alt,471,371.8795559844776,76,-23.12044401552237,-99.12044401552237,99.12044401552237,9824.862421834303,395,5776,1,Treino
19,1,Treino,2025,8,21,5,0,202508210500,2025-08-21 05:00,398,3,8.683333333333335,14714,-68,-76,371,-1,-13,-75,-33,291,33,27,132,398,530,398,delta_alt,530,371.4036568037463,132,-26.59634319625371,-158.5963431962537,158.5963431962537,25152.80007522389,398,17424,1,Treino
19,1,Treino,2025,8,21,6,0,202508210600,2025-08-21 06:00,401,3,8.683333333333335,14693,-79,-61,368,-3,-4,-44,-69,292,75,32,163,401,564,401,delta_alt,564,376.3568390822245,163,-24.6431609177755,-187.6431609177755,187.6431609177755,35209.95583921419,401,26569,1,Treino
19,1,Treino,2025,8,21,7,0,202508210700,2025-08-21 07:00,402,1,8.683333333333335,14700,-85,-82,365,-3,-6,-19,-35,275,71,17,177,402,579,402,delta_alt,579,375.0538658412897,177,-26.94613415871027,-203.9461341587103,203.9461341587103,41594.02563828265,402,31329,1,Treino
19,1,Treino,2025,8,21,8,0,202508210800,2025-08-21 08:00,403,1,8.683333333333335,14700,-92,-72,359,-6,-9,-13,-29,264,62,47,191,403,594,403,delta_alt,594,376.8283637340058,191,-26.17163626599415,-217.1716362659942,217.1716362659942,47163.51959844927,403,36481,1,Treino
19,1,Treino,2025,8,21,9,0,202508210900,2025-08-21 09:00,408,5,8.683333333333335,14708,-89,-77,338,-21,-27,-33,-32,263,62,59,194,408,602,408,delta_alt,602,377.8960312843523,194,-30.10396871564774,-224.1039687156477,224.1039687156477,50222.58879410402,408,37636,1,Treino
19,1,Treino,2025,8,21,10,0,202508211000,2025-08-21 10:00,418,10,8.66666666666667,14716,-80,-76,320,-18,-39,-48,-24,263,62,61,194,418,612,418,delta_alt,612,389.7054564196748,194,-28.29454358032524,-222.2945435803252,222.2945435803252,49414.86410558512,418,37636,1,Treino
19,1,Treino,2025,8,21,11,0,202508211100,2025-08-21 11:00,422,4,8.16666666666667,14728,-63,-69,307,-13,-31,-58,-13,263,62,62,203,422,625,422,delta_alt,625,396.8318098141564,203,-25.16819018584363,-228.1681901858436,228.1681901858436,52060.72301268331,422,41209,1,Treino
19,1,Treino,2025,8,21,12,0,202508211200,2025-08-21 12:00,406,-16,6.083333333333333,14741,-45,-55,296,-11,-24,-63,-10,263,62,62,224,406,630,406,delta_alt,630,379.5922650341374,224,-26.40773496586257,-250.4077349658626,250.4077349658626,62704.03373073367,406,50176,1,Treino
19,1,Treino,2025,8,21,13,0,202508211300,2025-08-21 13:00,396,-10,3.258333333333333,14753,-21,-38,288,-8,-19,-50,-2,263,40,62,234,396,630,396,delta_alt,630,374.9211745428385,234,-21.07882545716154,-255.0788254571615,255.0788254571615,65065.20719660509,396,54756,1,Treino
19,1,Treino,2025,8,21,14,0,202508211400,2025-08-21 14:00,407,11,0.866666666666667,14780,19,-6,283,-5,-13,-37,29,263,-28,62,222,407,629,407,delta_alt,629,398.2547200029592,222,-8.745279997040768,-230.7452799970408,230.7452799970408,53243.38424091274,407,49284,1,Treino
19,1,Treino,2025,8,21,15,0,202508211500,2025-08-21 15:00,433,26,0.08333333333333334,14801,52,27,280,-3,-8,-27,25,263,-29,40,194,433,627,433,delta_alt,627,435.8908558625218,194,2.890855862521789,-191.1091441374782,191.1091441374782,36522.70497295942,433,37636,1,Treino
19,1,Treino,2025,8,21,16,0,202508211600,2025-08-21 16:00,471,38,0.03333333333333333,14811,76,50,278,-2,-5,-18,10,276,-14,-15,155,471,626,471,delta_alt,626,481.1137128458785,155,10.11371284587847,-144.8862871541215,144.8862871541215,20992.03620530656,471,24025,1,Treino
19,1,Treino,2025,8,21,17,0,202508211700,2025-08-21 17:00,530,59,0.01666666666666667,14815,101,66,277,-1,-3,-11,0,265,-24,-27,96,530,626,530,delta_alt,626,549.520528746457,96,19.52052874645699,-76.47947125354301,76.47947125354301,5849.109523221512,530,9216,1,Treino
19,1,Treino,2025,8,21,18,0,202508211800,2025-08-21 18:00,564,34,0.01666666666666667,14819,126,84,312,35,34,29,38,264,-25,-26,61,564,625,564,delta_alt,625,599.9788892795409,61,35.97888927954091,-25.02111072045909,25.02111072045909,626.0559816854728,564,3721,1,Treino
19,1,Treino,2025,8,21,19,0,202508211900,2025-08-21 19:00,579,15,0.01666666666666667,14821,121,107,370,58,93,90,61,263,-28,-26,46,579,625,579,delta_alt,625,629.7564271511053,46,50.7564271511053,4.756427151105299,4.756427151105299,22.62359924377168,579,2116,1,Treino
19,1,Treino,2025,8,21,20,0,202508212000,2025-08-21 20:00,594,15,0.01666666666666667,14822,122,129,401,31,89,123,37,263,-29,-26,16,594,610,594,delta_alt,610,641.4717547358255,16,47.47175473582547,31.47175473582547,31.47175473582547,990.471346151953,594,256,1,Treino
19,1,Treino,2025,8,21,21,0,202508212100,2025-08-21 21:00,602,8,0.01666666666666667,14823,115,123,411,10,41,134,31,263,-12,-28,-12,602,590,602,delta_alt,590,637.0242589030529,-12,35.0242589030529,47.0242589030529,47.0242589030529,2211.28092538135,602,144,1,Treino
19,1,Treino,2025,8,21,22,0,202508212200,2025-08-21 22:00,612,10,0.01666666666666667,14824,108,124,414,3,13,102,21,264,0,-28,-23,612,589,612,delta_alt,589,641.1428640896593,-23,29.14286408965927,52.14286408965927,52.14286408965927,2718.878275472678,612,529,1,Treino
19,1,Treino,2025,8,21,23,0,202508212300,2025-08-21 23:00,625,13,0.01666666666666667,14825,97,117,414,0,3,44,13,263,0,-12,-24,625,601,625,delta_alt,601,649.2067216017676,-24,24.20672160176764,48.20672160176764,48.20672160176764,2323.888007590331,625,576,1,Treino
19,1,Treino,2025,8,22,0,0,202508220000,2025-08-22 00:00,630,5,0.01666666666666667,14828,87,112,414,0,0,13,11,263,0,-1,-28,630,602,630,delta_alt,602,649.3423125457036,-28,19.34231254570363,47.34231254570363,47.34231254570363,2241.294557175088,630,784,1,Treino
19,1,Treino,2025,8,22,1,0,202508220100,2025-08-22 01:00,630,0,0.01666666666666667,14818,65,90,414,0,0,3,8,260,-3,-3,-32,630,598,630,delta_alt,598,641.0313286703843,-32,11.03132867038426,43.03132867038426,43.03132867038426,1851.695247138634,630,1024,1,Treino
19,1,Treino,2025,8,22,2,0,202508220200,2025-08-22 02:00,629,-1,0,14807,27,66,387,-27,-27,-27,-22,260,-3,-3,-35,629,594,629,delta_alt,594,619.8197691354849,-35,-9.180230864515124,25.81976913548488,25.81976913548488,666.6604782097374,629,1225,1,Treino
19,1,Treino,2025,8,22,3,0,202508220300,2025-08-22 03:00,627,-2,0.06666666666666667,14798,-3,45,358,-29,-56,-56,-26,260,-3,-3,-37,627,590,627,delta_alt,590,606.5365905613959,-37,-20.46340943860412,16.53659056139588,16.53659056139588,273.4588273952474,627,1369,1,Treino
19,1,Treino,2025,8,22,4,0,202508220400,2025-08-22 04:00,626,-1,0.15,14790,-21,10,341,-17,-46,-73,-15,260,-3,-3,-25,626,601,626,delta_alt,601,602.9147280347111,-25,-23.08527196528894,1.914728034711061,1.914728034711061,3.666183446908482,626,625,1,Treino
19,1,Treino,2025,8,22,5,0,202508220500,2025-08-22 05:00,626,0,0.3333333333333334,14779,-36,-22,332,-9,-26,-82,-8,260,-3,-3,-10,626,616,626,delta_alt,616,601.224706545042,-10,-24.77529345495805,-14.77529345495805,14.77529345495805,218.3092966801261,626,100,1,Treino
19,1,Treino,2025,8,22,6,0,202508220600,2025-08-22 06:00,625,-1,0.3833333333333334,14771,-48,-40,328,-4,-13,-59,-39,260,-16,-3,-7,625,618,625,delta_alt,618,596.9516775531727,-7,-28.04832244682734,-21.04832244682734,21.04832244682734,443.0318778256158,625,49,1,Treino
19,1,Treino,2025,8,22,7,0,202508220700,2025-08-22 07:00,625,0,0.5,14765,-56,-50,325,-3,-7,-33,-61,260,-5,-3,-11,625,614,625,delta_alt,614,596.2377072503913,-11,-28.76229274960872,-17.76229274960872,17.76229274960872,315.4990437228025,625,121,1,Treino
