EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_11_nivel_86507000,inp13_input_11_nivel_D_14h_86507000,inp14_input_11_nivel_D_16h_86507000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
19,1,Treino,2025,8,22,8,0,202508220800,2025-08-22 08:00,610,-15,0.5,14755,-67,-64,324,-1,-4,-17,-32,258,-6,-18,-1,610,609,610,delta_alt,609,576.4424319898299,-1,-33.55756801017014,-32.55756801017014,32.55756801017014,1059.995234736854,610,1,1,Treino
19,1,Treino,2025,8,22,9,0,202508220900,2025-08-22 09:00,590,-20,0.5166666666666667,14750,-73,-71,326,2,1,-6,-8,258,-5,-7,13,590,603,590,delta_alt,603,557.1531462620098,13,-32.84685373799016,-45.84685373799016,45.84685373799016,2101.933997672662,590,169,1,Treino
19,1,Treino,2025,8,22,10,0,202508221000,2025-08-22 10:00,589,-1,0.5166666666666667,14751,-73,-71,335,9,11,7,6,258,-5,-6,9,589,598,589,delta_alt,598,564.4147467178545,9,-24.58525328214546,-33.58525328214546,33.58525328214546,1127.969238025862,589,81,1,Treino
19,1,Treino,2025,8,22,11,0,202508221100,2025-08-22 11:00,601,12,0.5166666666666667,14754,-71,-69,346,11,20,21,11,251,-12,-12,-10,601,591,601,delta_alt,591,581.3273639438419,-10,-19.67263605615813,-9.672636056158126,9.672636056158126,93.55988827489023,601,100,1,Treino
19,1,Treino,2025,8,22,12,0,202508221200,2025-08-22 12:00,602,1,0.5166666666666667,14765,-63,-59,351,5,16,27,5,249,-15,-14,-20,602,582,602,delta_alt,582,580.0039215087888,-20,-21.99607849121116,-1.996078491211165,1.996078491211165,3.98432934307584,602,400,1,Treino
19,1,Treino,2025,8,22,13,0,202508221300,2025-08-22 13:00,598,-4,0.5166666666666667,14778,-40,-47,332,-19,-14,6,-19,248,-15,-15,-26,598,572,598,delta_alt,572,568.8266123782313,-26,-29.17338762176871,-3.173387621768711,3.173387621768711,10.07038899799488,598,676,1,Treino
19,1,Treino,2025,8,22,14,0,202508221400,2025-08-22 14:00,594,-4,0.55,14790,-17,-38,313,-19,-38,-22,8,249,-14,-15,-31,594,563,594,delta_alt,563,566.6271435971989,-31,-27.37285640280106,3.627143597198938,3.627143597198938,13.15617067470125,594,961,1,Treino
19,1,Treino,2025,8,22,15,0,202508221500,2025-08-22 15:00,590,-4,0.55,14795,-3,-23,303,-10,-29,-43,19,247,-13,-16,-36,590,554,590,delta_alt,554,567.8567714619585,-36,-22.14322853804151,13.85677146195849,13.85677146195849,192.0101153489472,590,1296,1,Treino
19,1,Treino,2025,8,22,16,0,202508221600,2025-08-22 16:00,601,11,0.55,14820,30,13,325,22,12,-26,39,242,-18,-21,-55,601,546,601,delta_alt,546,603.533131646968,-55,2.533131646967945,57.53313164696795,57.53313164696795,3310.061237107344,601,3025,1,Treino
19,1,Treino,2025,8,22,17,0,202508221700,2025-08-22 17:00,616,15,0.55,14807,28,9,352,27,49,20,36,241,-19,-19,-77,616,539,616,delta_alt,539,625.8128326845817,-77,9.812832684581736,86.81283268458174,86.81283268458174,7536.467918721183,616,5929,1,Treino
19,1,Treino,2025,8,22,18,0,202508221800,2025-08-22 18:00,618,2,0.55,14796,25,6,366,14,41,53,18,241,-19,-19,-87,618,531,618,delta_alt,531,619.9837735447387,-87,1.98377354473871,88.98377354473871,88.98377354473871,7918.111954261341,618,7569,1,Treino
19,1,Treino,2025,8,22,19,0,202508221900,2025-08-22 19:00,614,-4,0.55,14786,21,7,371,5,19,68,8,239,-21,-21,-90,614,524,614,delta_alt,524,609.0961892194397,-90,-4.90381078056032,85.09618921943968,85.09618921943968,7241.361419670682,614,8100,1,Treino
19,1,Treino,2025,8,22,20,0,202508222000,2025-08-22 20:00,609,-5,0.55,14776,21,5,373,2,7,48,3,238,-22,-22,-106,609,503,609,delta_alt,503,599.9587168477918,-106,-9.041283152208166,96.95871684779183,96.95871684779183,9400.992772770272,609,11236,1,Treino
19,1,Treino,2025,8,22,21,0,202508222100,2025-08-22 21:00,603,-6,0.55,14766,16,1,373,0,2,21,-2,238,-22,-22,-133,603,470,603,delta_alt,470,589.8605534581557,-133,-13.13944654184434,119.8605534581557,119.8605534581557,14366.55227529539,603,17689,1,Treino
19,1,Treino,2025,8,22,22,0,202508222200,2025-08-22 22:00,598,-5,0.6166666666666667,14756,5,1,373,0,0,7,-9,238,-20,-22,-148,598,450,598,delta_alt,450,582.3710759048367,-148,-15.62892409516326,132.3710759048367,132.3710759048367,17522.10173620405,598,21904,1,Treino
19,1,Treino,2025,8,22,23,0,202508222300,2025-08-22 23:00,591,-7,0.7833333333333333,14745,-9,-5,373,0,0,2,-11,238,-20,-22,-147,591,444,591,delta_alt,444,571.9247098658595,-147,-19.07529013414046,127.9247098658595,127.9247098658595,16364.73139426434,591,21609,1,Treino
19,1,Treino,2025,8,23,0,0,202508230000,2025-08-23 00:00,582,-9,0.7833333333333333,14733,-32,-18,373,0,0,0,-5,238,-20,-20,-137,582,445,582,delta_alt,445,558.4677861511416,-137,-23.53221384885842,113.4677861511416,113.4677861511416,12874.9384940412,582,18769,1,Treino
19,1,Treino,2025,8,23,1,0,202508230100,2025-08-23 01:00,572,-10,0.85,14723,-55,-31,372,-1,-1,-1,18,238,-13,-20,-127,572,445,572,delta_alt,445,545.4689632100238,-127,-26.53103678997616,100.4689632100238,100.4689632100238,10094.01256849712,572,16129,1,Treino
19,1,Treino,2025,8,23,2,0,202508230200,2025-08-23 02:00,563,-9,0.85,14710,-80,-55,370,-2,-3,-3,17,238,-11,-20,-119,563,444,563,delta_alt,444,530.7302288263103,-119,-32.26977117368972,86.73022882631028,86.73022882631028,7522.132592264143,563,14161,1,Treino
19,1,Treino,2025,8,23,3,0,202508230300,2025-08-23 03:00,554,-9,0.85,14700,-95,-78,369,-1,-3,-4,9,238,-10,-13,-113,554,441,554,delta_alt,441,517.6983752270131,-113,-36.30162477298688,76.69837522701312,76.69837522701312,5882.6407624637,554,12769,1,Treino
19,1,Treino,2025,8,23,4,0,202508230400,2025-08-23 04:00,546,-8,0.95,14696,-124,-94,367,-2,-3,-6,-24,238,-11,-11,-94,546,452,546,delta_alt,452,503.4202101251965,-94,-42.57978987480351,51.42021012519649,51.42021012519649,2644.03800931936,546,8836,1,Treino
19,1,Treino,2025,8,23,5,0,202508230500,2025-08-23 05:00,539,-7,1.133333333333333,14700,-107,-95,367,0,-2,-5,-27,238,-9,-10,-54,539,485,539,delta_alt,485,498.7913183616038,-54,-40.20868163839617,13.79131836160383,13.79131836160383,190.2004621511109,539,2916,1,Treino
19,1,Treino,2025,8,23,6,0,202508230600,2025-08-23 06:00,531,-8,1.15,14700,-96,-120,367,0,0,-3,-14,238,-4,-11,-33,531,498,531,delta_alt,498,490.3647135386656,-33,-40.63528646133437,-7.635286461334374,7.635286461334374,58.29759934663599,531,1089,1,Treino
19,1,Treino,2025,8,23,7,0,202508230700,2025-08-23 07:00,524,-7,1.466666666666667,14688,-98,-119,367,0,0,-2,-5,239,-2,-8,-26,524,498,524,delta_alt,498,483.9263297197158,-26,-40.0736702802842,-14.0736702802842,14.0736702802842,198.0681951581549,524,676,1,Treino
19,1,Treino,2025,8,23,8,0,202508230800,2025-08-23 08:00,503,-21,3.933333333333334,14690,-86,-106,368,1,1,1,-1,247,6,5,-16,503,487,503,delta_alt,487,465.3016246172365,-16,-37.69837538276346,-21.69837538276346,21.69837538276346,470.8194942513153,503,256,1,Treino
20,1,Treino,2025,9,2,18,0,202509021800,2025-09-02 18:00,303,49,0.5909090909090908,14743,35,36,266,0,0,-11,5,239,39,38,153,303,456,303,delta_alt,456,310.5110320941922,153,7.51103209419216,-145.4889679058078,145.4889679058078,21167.03978229718,303,23409,1,Treino
20,1,Treino,2025,9,2,19,0,202509021900,2025-09-02 19:00,351,48,0.5909090909090908,14738,34,30,277,11,11,9,14,239,39,39,137,351,488,351,delta_alt,488,363.2194011917744,137,12.21940119177441,-124.7805988082256,124.7805988082256,15570.19783893935,351,18769,1,Treino
20,1,Treino,2025,9,2,20,0,202509022000,2025-09-02 20:00,365,14,0.5909090909090908,14734,34,26,299,22,33,33,19,238,38,38,167,365,532,365,delta_alt,532,373.8550104247381,167,8.855010424738055,-158.1449895752619,158.1449895752619,25009.83772775971,365,27889,1,Treino
20,1,Treino,2025,9,2,21,0,202509022100,2025-09-02 21:00,373,8,0.609090909090909,14730,30,26,315,16,38,49,9,238,38,38,191,373,564,373,delta_alt,564,379.2622446446585,191,6.262244644658495,-184.7377553553415,184.7377553553415,34128.03825373001,373,36481,1,Treino
20,1,Treino,2025,9,2,22,0,202509022200,2025-09-02 22:00,384,11,0.609090909090909,14726,26,26,325,10,26,59,6,222,22,22,218,384,602,384,delta_alt,602,385.2262538713599,218,1.226253871359859,-216.7737461286401,216.7737461286401,46990.85701064413,384,47524,1,Treino
20,1,Treino,2025,9,2,23,0,202509022300,2025-09-02 23:00,395,11,0.609090909090909,14724,24,24,332,7,17,55,25,205,5,5,241,395,636,395,delta_alt,636,392.0842942642088,241,-2.915705735791221,-243.9157057357912,243.9157057357912,59494.87150458909,395,58081,1,Treino
20,1,Treino,2025,9,3,0,0,202509030000,2025-09-03 00:00,400,5,0.609090909090909,14722,20,22,339,7,14,40,31,201,-3,1,268,400,668,400,delta_alt,668,393.3617657008828,268,-6.638234299117244,-274.6382342991172,274.6382342991172,75426.15973893683,400,71824,1,Treino
20,1,Treino,2025,9,3,1,0,202509030100,2025-09-03 01:00,402,2,0.609090909090909,14720,11,20,344,5,12,29,24,200,-46,0,292,402,694,402,delta_alt,694,388.9465476595844,292,-13.05345234041556,-305.0534523404156,305.0534523404156,93057.60878480619,402,85264,1,Treino
20,1,Treino,2025,9,3,2,0,202509030200,2025-09-03 02:00,405,3,0.609090909090909,14718,0,16,346,2,7,21,15,200,-51,-4,324,405,729,405,delta_alt,729,388.010409330887,324,-16.989590669113,-340.989590669113,340.989590669113,116273.9009446892,405,104976,1,Treino
20,1,Treino,2025,9,3,3,0,202509030300,2025-09-03 03:00,409,4,0.609090909090909,14715,-12,6,347,1,3,15,10,200,-52,-46,348,409,757,409,delta_alt,757,385.8594672723601,348,-23.14053272763994,-371.1405327276399,371.1405327276399,137745.2950333564,409,121104,1,Treino
20,1,Treino,2025,9,3,4,0,202509030400,2025-09-03 04:00,418,9,0.609090909090909,14711,-27,-7,347,0,1,8,2,200,-52,-51,354,418,772,418,delta_alt,772,391.6725370021331,354,-26.32746299786686,-380.3274629978669,380.3274629978669,144648.9791103938,418,125316,1,Treino
20,1,Treino,2025,9,3,5,0,202509030500,2025-09-03 05:00,436,18,0.609090909090909,14708,-36,-19,346,-1,-1,2,-1,200,-52,-52,348,436,784,436,delta_alt,784,408.9013094989286,348,-27.09869050107136,-375.0986905010714,375.0986905010714,140699.0276156185,436,121104,1,Treino
20,1,Treino,2025,9,3,6,0,202509030600,2025-09-03 06:00,456,20,0.8424242424242423,14705,-38,-33,346,0,-1,0,0,200,-52,-52,337,456,793,456,delta_alt,793,428.1466693223848,337,-27.85333067761519,-364.8533306776152,364.8533306776152,133117.9529065492,456,113569,1,Treino
20,1,Treino,2025,9,3,7,0,202509030700,2025-09-03 07:00,488,32,1.400757575757576,14700,-38,-44,347,1,1,0,-10,200,-40,-52,311,488,799,488,delta_alt,799,462.8368328420079,311,-25.16316715799212,-336.1631671579921,336.1631671579921,113005.6749536922,488,96721,1,Treino
20,1,Treino,2025,9,3,8,0,202509030800,2025-09-03 08:00,532,44,2.767424242424243,14700,-34,-43,351,4,5,4,-18,200,-39,-52,269,532,801,532,delta_alt,801,512.1685536252531,269,-19.83144637474686,-288.8314463747469,288.8314463747469,83423.60441492827,532,72361,1,Treino
20,1,Treino,2025,9,3,9,0,202509030900,2025-09-03 09:00,564,32,3.717424242424242,14700,-30,-38,352,1,5,6,-15,201,-38,-39,237,564,801,564,delta_alt,801,543.6699370853411,237,-20.33006291465892,-257.3300629146589,257.3300629146589,66218.76127966231,564,56169,1,Treino
20,1,Treino,2025,9,3,10,0,202509031000,2025-09-03 10:00,602,38,4.325757575757576,14701,-25,-33,350,-2,-1,4,-12,201,-37,-38,195,602,797,602,delta_alt,797,584.0079651839588,195,-17.99203481604115,-212.9920348160412,212.9920348160412,45365.60689507769,602,38025,1,Treino
20,1,Treino,2025,9,3,11,0,202509031100,2025-09-03 11:00,636,34,4.325757575757576,14708,-16,-22,328,-22,-24,-19,-29,200,-38,-39,155,636,791,636,delta_alt,791,611.2156162981131,155,-24.7843837018869,-179.7843837018869,179.7843837018869,32322.42462306729,636,24025,1,Treino
20,1,Treino,2025,9,3,12,0,202509031200,2025-09-03 12:00,668,32,4.375757575757576,14709,-13,-17,304,-24,-46,-47,-31,200,-22,-38,117,668,785,668,delta_alt,785,641.0056674980906,117,-26.99433250190941,-143.9943325019094,143.9943325019094,20734.36779267044,668,13689,1,Treino
20,1,Treino,2025,9,3,13,0,202509031300,2025-09-03 13:00,694,26,4.400757575757576,14713,-7,-11,287,-17,-41,-65,-22,200,-5,-38,86,694,780,694,delta_alt,780,669.6541455865441,86,-24.34585441345587,-110.3458544134559,110.3458544134559,12176.2075862356,694,7396,1,Treino
20,1,Treino,2025,9,3,14,0,202509031400,2025-09-03 14:00,729,35,4.400757575757576,14715,-3,-7,274,-13,-30,-76,-15,220,19,-2,49,729,778,729,delta_alt,778,714.8432887728669,49,-14.15671122713309,-63.15671122713309,63.15671122713309,3988.770173027478,729,2401,1,Treino
20,1,Treino,2025,9,3,15,0,202509031500,2025-09-03 15:00,757,28,4.400757575757576,14720,5,0,266,-8,-21,-62,-9,245,45,40,27,757,784,757,delta_alt,784,752.1108548118557,27,-4.889145188144312,-31.88914518814431,31.88914518814431,1016.917580830548,757,729,1,Treino
20,1,Treino,2025,9,3,16,0,202509031600,2025-09-03 16:00,772,15,4.400757575757576,14725,14,7,266,0,-8,-38,0,256,56,55,13,772,785,772,delta_alt,785,773.0295966755973,13,1.029596675597304,-11.9704033244027,11.9704033244027,143.2905557488711,772,169,1,Treino
20,1,Treino,2025,9,3,17,0,202509031700,2025-09-03 17:00,784,12,4.400757575757576,14724,16,9,266,0,0,-21,1,262,62,62,-1,784,783,784,delta_alt,783,787.7010166982309,-1,3.701016698230887,4.701016698230887,4.701016698230887,22.09955799704563,784,1,1,Treino
20,1,Treino,2025,9,3,18,0,202509031800,2025-09-03 18:00,793,9,4.400757575757576,14719,14,8,266,0,0,-8,0,263,63,63,-14,793,779,793,delta_alt,779,796.132282887852,-14,3.132282887852057,17.13228288785206,17.13228288785206,293.5151169493884,793,196,1,Treino
20,1,Treino,2025,9,3,19,0,202509031900,2025-09-03 19:00,799,6,4.400757575757576,14713,13,5,271,5,5,5,4,263,63,63,-25,799,774,799,delta_alt,774,803.192635743074,-25,4.192635743073993,29.19263574307399,29.19263574307399,852.2099816278012,799,625,1,Treino
20,1,Treino,2025,9,3,20,0,202509032000,2025-09-03 20:00,801,2,4.400757575757576,14707,7,2,292,21,26,26,17,263,63,63,-30,801,771,801,delta_alt,771,810.7237300137101,-30,9.72373001371011,39.72373001371011,39.72373001371011,1577.974726202134,801,900,1,Treino
20,1,Treino,2025,9,3,21,0,202509032100,2025-09-03 21:00,801,0,4.400757575757576,14706,6,6,304,12,33,38,11,263,63,63,-36,801,765,801,delta_alt,765,809.6037114473395,-36,8.603711447339492,44.60371144733949,44.60371144733949,1989.491074877524,801,1296,1,Treino
20,1,Treino,2025,9,3,22,0,202509032200,2025-09-03 22:00,797,-4,4.400757575757576,14707,6,7,321,17,29,55,19,263,63,63,-40,797,757,797,delta_alt,757,806.975083549841,-40,9.975083549840974,49.97508354984097,49.97508354984097,2497.508975813586,797,1600,1,Treino
20,1,Treino,2025,9,3,23,0,202509032300,2025-09-03 23:00,791,-6,4.400757575757576,14710,2,10,329,8,25,58,30,263,62,63,-44,791,747,791,delta_alt,747,798.9491598543715,-44,7.949159854371487,51.94915985437149,51.94915985437149,2698.715209575042,791,1936,1,Treino
20,1,Treino,2025,9,4,0,0,202509040000,2025-09-04 00:00,785,-6,4.667424242424243,14713,4,12,332,3,11,40,27,263,62,63,-49,785,736,785,delta_alt,736,790.1421383212753,-49,5.142138321275297,54.1421383212753,54.1421383212753,2931.371142000107,785,2401,1,Treino
20,1,Treino,2025,9,4,1,0,202509040100,2025-09-04 01:00,780,-5,4.500757575757576,14713,0,5,334,2,5,30,19,263,63,62,-54,780,726,780,delta_alt,726,782.2499905596471,-54,2.249990559647131,56.24999055964713,56.24999055964713,3164.061437960391,780,2916,1,Treino
20,1,Treino,2025,9,4,2,0,202509040200,2025-09-04 02:00,778,-2,4.467424242424242,14710,-5,1,333,-1,1,12,12,263,63,62,-59,778,719,778,delta_alt,719,777.5305088809828,-59,-0.4694911190172206,58.53050888098278,58.53050888098278,3425.820469866804,778,3481,1,Treino
20,1,Treino,2025,9,4,3,0,202509040300,2025-09-04 03:00,784,6,4.321969696969697,14716,-4,3,321,-12,-13,-8,-4,263,63,63,-66,784,718,784,delta_alt,718,780.4493829477508,-66,-3.550617052249208,62.44938294775079,62.44938294775079,3899.925430554827,784,4356,1,Treino
20,1,Treino,2025,9,4,4,0,202509040400,2025-09-04 04:00,785,1,4.121969696969697,14727,2,12,306,-15,-27,-26,-15,243,23,43,-64,785,721,785,delta_alt,721,773.2445746464673,-64,-11.7554253535327,52.2445746464673,52.2445746464673,2729.495579990294,785,4096,1,Treino
20,1,Treino,2025,9,4,5,0,202509040500,2025-09-04 05:00,783,-2,4.076515151515151,14732,8,12,295,-11,-26,-39,-11,239,-6,39,-62,783,721,783,delta_alt,721,769.3282141362201,-62,-13.67178586377986,48.32821413622014,48.32821413622014,2335.616281596348,783,3844,1,Treino
20,1,Treino,2025,9,4,6,0,202509040600,2025-09-04 06:00,779,-4,4.421969696969697,14739,20,14,288,-7,-18,-45,-7,238,-18,18,-63,779,716,779,delta_alt,716,765.9029151825957,-63,-13.09708481740427,49.90291518259573,49.90291518259573,2490.300943721344,779,3969,1,Treino
20,1,Treino,2025,9,4,7,0,202509040700,2025-09-04 07:00,774,-5,4.494696969696969,14742,29,18,283,-5,-12,-38,-10,238,-24,-7,-75,774,699,774,delta_alt,699,761.0026067688643,-75,-12.99739323113567,62.00260676886433,62.00260676886433,3844.32324613442,774,5625,1,Treino
20,1,Treino,2025,9,4,8,0,202509040800,2025-09-04 08:00,771,-3,5.77651515151515,14747,40,28,279,-4,-9,-27,-25,238,-25,-18,-92,771,679,771,delta_alt,679,760.6571809362911,-92,-10.34281906370893,81.65718093629107,81.65718093629107,6667.895198462178,771,8464,1,Treino
20,1,Treino,2025,9,4,9,0,202509040900,2025-09-04 09:00,765,-6,10.13106060606061,14751,45,38,276,-3,-7,-19,-15,239,-24,-23,-101,765,664,765,delta_alt,664,758.7494219343769,-101,-6.250578065623131,94.74942193437687,94.74942193437687,8977.452956898576,765,10201,1,Treino
20,1,Treino,2025,9,4,10,0,202509041000,2025-09-04 10:00,757,-8,17.63106060606061,14758,51,51,274,-2,-5,-14,-19,240,-23,-23,-105,757,652,757,delta_alt,652,756.5936718385572,-105,-0.4063281614428433,104.5936718385572,104.5936718385572,10939.83618867178,757,11025,1,Treino
20,1,Treino,2025,9,4,11,0,202509041100,2025-09-04 11:00,747,-10,20.18560606060606,14762,52,56,272,-2,-4,-11,-10,240,-23,-23,-103,747,644,747,delta_alt,644,748.8119078625783,-103,1.811907862578323,104.8119078625783,104.8119078625783,10985.53602979361,747,10609,1,Treino
20,1,Treino,2025,9,4,12,0,202509041200,2025-09-04 12:00,736,-11,23.34924242424243,14767,54,60,271,-1,-3,-8,-4,241,-22,-22,-99,736,637,736,delta_alt,637,740.8947549121273,-99,4.894754912127269,103.8947549121273,103.8947549121273,10794.12009825099,736,9801,1,Treino
20,1,Treino,2025,9,4,13,0,202509041300,2025-09-04 13:00,726,-10,27.31287878787879,14774,61,64,271,0,-1,-5,-2,242,-21,-21,-97,726,629,726,delta_alt,629,735.5039410213133,-97,9.503941021313267,106.5039410213133,106.5039410213133,11343.08945307137,726,9409,1,Treino
20,1,Treino,2025,9,4,14,0,202509041400,2025-09-04 14:00,719,-7,30.44924242424243,14786,76,73,272,1,1,-2,2,243,-20,-20,-101,719,618,719,delta_alt,618,735.3096795712281,-101,16.30967957122812,117.3096795712281,117.3096795712281,13761.56092110422,719,10201,1,Treino
20,1,Treino,2025,9,4,15,0,202509041500,2025-09-04 15:00,718,-1,31.31287878787879,14787,71,74,277,5,6,5,17,245,-18,-18,-107,718,611,718,delta_alt,611,739.3180054752116,-107,21.31800547521163,128.3180054752116,128.3180054752116,16465.51052913644,718,11449,1,Treino
20,1,Treino,2025,9,4,16,0,202509041600,2025-09-04 16:00,721,3,32.56742424242425,14786,59,76,308,31,36,37,46,250,-13,-13,-116,721,605,721,delta_alt,605,757.5410784724186,-116,36.54107847241858,152.5410784724186,152.5410784724186,23268.78062152856,721,13456,1,Treino
20,1,Treino,2025,9,4,17,0,202509041700,2025-09-04 17:00,721,0,33.95833333333334,14778,46,62,342,34,65,71,45,254,-9,-9,-125,721,596,721,delta_alt,596,760.7799104904132,-125,39.77991049041316,164.7799104904132,164.7799104904132,27152.41890122857,721,15625,1,Treino
20,1,Treino,2025,9,4,18,0,202509041800,2025-09-04 18:00,716,-5,36.40681818181818,14789,50,62,368,26,60,96,33,261,18,-2,-129,716,587,716,delta_alt,587,758.2013304295593,-129,42.20133042955933,171.2013304295593,171.2013304295593,29309.89554085116,716,16641,1,Treino
20,1,Treino,2025,9,4,19,0,202509041900,2025-09-04 19:00,699,-17,37.36666666666667,14787,45,55,407,39,65,130,44,266,27,3,-127,699,572,699,delta_alt,572,744.7593927241548,-127,45.75939272415485,172.7593927241548,172.7593927241548,29845.80777441877,699,16129,1,Treino
20,1,Treino,2025,9,4,20,0,202509042000,2025-09-04 20:00,679,-20,37.47272727272728,14775,28,36,441,34,73,133,38,283,45,40,-141,679,538,679,delta_alt,538,724.192583481476,-141,45.19258348147605,186.192583481476,186.192583481476,34667.67814350643,679,19881,1,Treino
20,1,Treino,2025,9,4,21,0,202509042100,2025-09-04 21:00,664,-15,37.86818181818182,14765,14,23,459,18,52,117,21,288,50,49,-147,664,517,664,delta_alt,517,700.4362766452812,-147,36.43627664528117,183.4362766452812,183.4362766452812,33648.86758948413,664,21609,1,Treino
20,1,Treino,2025,9,4,22,0,202509042200,2025-09-04 22:00,652,-12,39.35984848484848,14757,-1,10,464,5,23,96,7,296,58,58,-146,652,506,652,delta_alt,506,679.7642138771414,-146,27.7642138771414,173.7642138771414,173.7642138771414,30194.00202434094,652,21316,1,Treino
20,1,Treino,2025,9,4,23,0,202509042300,2025-09-04 23:00,644,-8,40.0689393939394,14745,-17,-6,467,3,8,60,5,301,62,63,-141,644,503,644,delta_alt,503,665.8289838875294,-141,21.82898388752938,162.8289838875294,162.8289838875294,26513.2779938453,644,19881,1,Treino
20,1,Treino,2025,9,5,0,0,202509050000,2025-09-05 00:00,637,-7,40.78257575757576,14730,-37,-28,469,2,5,28,3,307,67,69,-131,637,506,637,delta_alt,506,652.6928135661044,-131,15.69281356610441,146.6928135661044,146.6928135661044,21518.78155193986,637,17161,1,Treino
20,1,Treino,2025,9,5,1,0,202509050100,2025-09-05 01:00,629,-8,40.97575757575758,14725,-49,-37,471,2,4,12,2,311,71,72,-108,629,521,629,delta_alt,521,641.5831132422868,-108,12.5831132422868,120.5831132422868,120.5831132422868,14540.28719920216,629,11664,1,Treino
20,1,Treino,2025,9,5,2,0,202509050200,2025-09-05 02:00,618,-11,41.08484848484849,14720,-66,-47,473,2,4,9,1,313,72,73,-68,618,550,618,delta_alt,550,626.3704016867553,-68,8.370401686755258,76.37040168675526,76.37040168675526,5832.43825379635,618,4624,1,Treino
20,1,Treino,2025,9,5,3,0,202509050300,2025-09-05 03:00,611,-7,41.1939393939394,14718,-69,-56,474,1,3,7,-4,312,70,72,-45,611,566,611,delta_alt,566,617.9308745518761,-45,6.930874551876059,51.93087455187606,51.93087455187606,2696.815731722688,611,2025,1,Treino
20,1,Treino,2025,9,5,9,0,202509050900,2025-09-05 09:00,517,-21,42.0539393939394,14707,-58,-80,476,0,0,0,-18,337,71,83,4,517,521,517,delta_alt,521,517.9970436192407,4,0.9970436192406851,-3.002956380759315,3.002956380759315,9.017747024743084,517,16,1,Treino
20,1,Treino,2025,9,5,10,0,202509051000,2025-09-05 10:00,506,-11,42.0539393939394,14724,-33,-51,456,-20,-20,-20,-25,342,59,81,5,506,511,506,delta_alt,511,507.6917015491276,5,1.691701549127572,-3.308298450872428,3.308298450872428,10.94483864004491,506,25,1,Treino
20,1,Treino,2025,9,5,11,0,202509051100,2025-09-05 11:00,503,-3,42.0539393939394,14739,-6,-26,423,-33,-53,-53,-36,349,61,83,0,503,503,503,delta_alt,503,505.1086789150786,0,2.108678915078599,2.108678915078599,2.108678915078599,4.446526766897057,503,0,1,Treino
20,1,Treino,2025,9,5,12,0,202509051200,2025-09-05 12:00,506,3,41.91454545454546,14753,23,-4,407,-16,-49,-69,-18,353,57,70,-10,506,496,506,delta_alt,496,519.5967472161791,-10,13.5967472161791,23.5967472161791,23.5967472161791,556.806479184256,506,100,1,Treino
20,1,Treino,2025,9,5,13,0,202509051300,2025-09-05 13:00,521,15,41.9509090909091,14765,40,20,402,-5,-21,-74,-7,350,49,62,-31,521,490,521,delta_alt,490,548.2630798842249,-31,27.26307988422491,58.26307988422491,58.26307988422491,3394.586477595573,521,961,1,Treino
20,1,Treino,2025,9,5,14,0,202509051400,2025-09-05 14:00,550,29,41.9509090909091,14758,38,28,404,2,-3,-52,0,347,40,51,-66,550,484,550,delta_alt,484,585.5231497006511,-66,35.52314970065106,101.5231497006511,101.5231497006511,10306.94992514081,550,4356,1,Treino
20,1,Treino,2025,9,5,15,0,202509051500,2025-09-05 15:00,566,16,41.96909090909092,14749,31,24,439,35,37,16,34,352,41,51,-87,566,479,566,delta_alt,479,615.3870477529808,-87,49.38704775298083,136.3870477529808,136.3870477529808,18601.42679477387,566,7569,1,Treino
20,1,Treino,2025,9,5,16,0,202509051600,2025-09-05 16:00,571,5,42.00545454545455,14734,13,14,469,30,65,62,29,356,43,49,-97,571,474,571,delta_alt,474,617.632108821176,-97,46.63210882117596,143.632108821176,143.632108821176,20630.18268441813,571,9409,1,Treino
